鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
文山區,建物,臺北市文山區景明街３之４號四樓,0.0,住,,,1110630,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660421,96.39,3,2,1,有,無,有,26200,272,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫；水電瓦斯費由承租人負擔。,RPXNMLMLPHHGFAA08CC
中正區,建物,臺北市中正區紹安街２０巷４號二樓,0.0,住,,,1110625,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730413,84.78999999999999,3,1,1,有,無,有,20000,236,,0.0,0,,RPPOMLMLPHHGFAA37CC
中正區,建物,臺北市中正區羅斯福路四段７８巷１弄５號１樓,0.0,商,,,1110719,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0700812,84.66,0,0,1,有,無,有,67000,791,,0.0,0,,RPQOMLMLPHHGFAA47CC
文山區,建物,臺北市文山區景興路１８８號二十一樓,0.0,商,,,1110720,土地0建物1車位0,二十一層,24,套房(1房1廳1衛),住家用,見使用執照,0850104,58.989999999999995,1,0,1,有,有,有,15000,254,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫；水電費及每月管理費1236元由承租人負擔。,RPSOMLMLPHHGFAA67CC
大安區,建物,臺北市大安區羅斯福路三段９、１１號,0.0,商,,,1110718,土地0建物0車位0,三層,3,套房(1房1廳1衛),,加強磚造,,19.37,1,0,1,有,無,有,14000,723,,0.0,0,此為分租套房，第三層共分成4間，一間平均面積約為19.37平方公尺，每月管理維護費200元、垃圾收取費600元皆為承租人負擔。,RPVNMLMLPHHGFFA38CC
大安區,建物,臺北市大安區忠孝東路四段１５３號,0.0,商,,,1110701,土地0建物1車位0,一層,12,店面(店鋪),小型店舖,鋼筋混凝土造,0710831,171.85999999999999,0,0,0,無,有,無,200000,1164,,0.0,0,租金調整:第4個月起每月22萬,RPROMLMLPHHGFFA08CC
士林區,建物,臺北市士林區中山北路七段１４巷２之１號二樓,0.0,商,,,1110630,土地0建物1車位0,二層,12,辦公商業大樓,住家用,鋼筋混凝土造,0690430,145.27,1,1,1,有,有,無,50000,344,,0.0,0,,RPVNMLMLPHHGFEA28CC
士林區,房地(土地+建物),臺北市士林區菁山路５３-１號３樓,103.09,住,,,1110722,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0980605,244.94,3,2,2,有,有,有,47936,196,,0.0,0,,RPPOMLMLPHHGFEA77CC
北投區,建物,臺北市北投區吉利街３２６巷３弄４號,0.0,住,,,1110701,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590130,62.52,2,1,1,有,有,有,20000,320,,0.0,0,,RPQOMLMLPHHGFEA87CC
士林區,建物,臺北市士林區德行西路３６號九樓之３,0.0,住,,,1110711,土地0建物1車位0,九層,13,其他,策略性產業（資訊服務業）,鋼筋混凝土造,0970502,47.5,1,1,1,有,有,有,25000,526,,0.0,0,租金含管理費。,RPTOMLMLPHHGFEA18CC
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段２９０巷２３弄１４號４樓,357.0,住,,,1110429,土地1建物1車位1,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810720,208.27,3,2,2,有,無,有,50000,240,坡道平面,0.0,0,,RPVOMLMLPHHGFEA38CC
北投區,建物,臺北市北投區中和街４１號四樓,0.0,其他,,,1110702,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620119,122.15,4,1,2,有,無,有,28000,229,,0.0,0,,RPVPMLMLPHHGFEA48CC
士林區,建物,臺北市士林區小西街４４號５樓,0.0,商,,,1110715,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721219,57.29,3,1,2,有,無,有,15000,262,,0.0,0,租金含稅價,RPOQMLMLPHHGFEA87CC
北投區,建物,臺北市北投區懷德街７８巷２７號二樓,0.0,住,,,1110714,土地0建物0車位0,二層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0660416,23.82,1,0,1,有,無,有,14000,588,,0.0,0,此為分租套房，第二層共分成5間，一間平均面積約為23.82平方公尺。公共水電費依帳單及每月管理維護費200元皆由承租人負擔。,RPQQMLMLPHHGFEA08CC
士林區,建物,臺北市士林區天母東路３６之２號九樓,0.0,商,,,1110718,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751017,174.63,4,2,2,有,有,有,71000,407,,0.0,0,,RPSQMLMLPHHGFEA28CC
北投區,建物,臺北市北投區溫泉路１４３之１３號３樓,0.0,其他,,,1110713,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780214,73.96000000000001,2,2,1,有,有,有,13000,176,,0.0,0,台北市都發局社會住宅包租代管計畫 。 水電瓦斯費及每月管理費672元由承租人負擔。,RPXQMLMLPHHGFEA78CC
士林區,建物,臺北市士林區天玉街１６巷３號三樓,0.0,住,,,1110704,土地0建物1車位1,三層,7,華廈(10層含以下有電梯),（Ｇ３）醫療保健服務業（醫事技術業）,鋼筋混凝土造,1060110,130.48000000000002,2,2,2,有,有,有,52000,399,塔式車位,19.17,0,租金含管理費。,RPORMLMLPHHGFEA97CC
北投區,建物,臺北市北投區榮華一路３巷８號五樓,0.0,住,,,1110720,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721118,100.58,3,2,2,有,無,有,15000,149,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPPRMLMLPHHGFEA08CC
南港區,建物,臺北市南港區忠孝東路六段４８１號二樓,0.0,工,,,1110721,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0670120,30.64,2,1,1,有,無,有,16400,535,,0.0,0,此為2房，第二層共分成32間，一間平均面積約為30.64平方公尺。每月垃圾收取費900元、水費200元皆為承租人負擔。,RPTNMLMLPHHGFDA97CC
南港區,建物,臺北市南港區忠孝東路六段４８１號二樓,0.0,工,,,1110718,土地0建物0車位0,二層,4,套房(1房1廳1衛),工業用,鋼筋混凝土造,0670120,30.64,1,0,1,有,無,有,10700,349,,0.0,0,此為分租套房，第二層共分成32間，一間平均面積約為30.64平方公尺。每月垃圾收取費600元、水費200元皆為承租人負擔。,RPSOMLMLPHHGFDA97CC
松山區,建物,臺北市松山區八德路四段７６５號１４樓之８,0.0,商,,,1110716,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860613,43.25,1,0,0,有,有,有,18000,416,,0.0,0,租金含稅價,RPTOMLMLPHHGFDA08CC
信義區,建物,臺北市信義區基隆路二段１４９之４９號二樓之３,0.0,住,,,1110704,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790119,78.99,2,2,1,有,有,有,33000,418,,0.0,0,租金含管理費。,RPVOMLMLPHHGFDA28CC
松山區,建物,臺北市松山區饒河街１６８號９樓之２,0.0,商,,,1110720,土地0建物1車位0,九層,24,住宅大樓(11層含以上有電梯),多戶住宅、住宅,鋼骨造,1090922,106.89,2,2,2,有,有,有,47000,440,,0.0,0,,RPQPMLMLPHHGFDA87CC
信義區,建物,臺北市信義區忠孝東路五段１號１０樓,0.0,住,,,1110720,土地0建物1車位0,十層,14,辦公商業大樓,住家用,鋼筋混凝土造,0720714,117.98,3,1,2,有,有,有,68267,579,,0.0,0,,RPRPMLMLPHHGFDA97CC
信義區,建物,臺北市信義區基隆路一段１０１巷１號１０樓之１,0.0,住,,,1110715,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041118,109.19,2,1,2,有,有,有,47000,430,,0.0,0,,RPSPMLMLPHHGFDA08CC
南港區,建物,臺北市南港區東新街９７號三樓,0.0,住,,,1110720,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,,56.25,2,1,1,有,無,有,17000,302,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫；水電瓦斯費由承租人負擔。,RPUPMLMLPHHGFDA28CC
中正區,建物,臺北市中正區信義路二段２５９號１樓,0.0,商,,,1110610,土地0建物2車位0,見其他登記事項,14,店面(店鋪),一般零售業甲組（不含日用百貨業）,鋼骨鋼筋混凝土造,1070702,490.32,0,0,0,無,有,無,500000,1020,,0.0,0,,RPXNMLMLPHHGFBA18CC
中正區,建物,臺北市中正區延平南路１６０之６號,0.0,商,,,1110720,土地0建物0車位0,四層,4,套房(1房1廳1衛),,鋼筋混凝土造,0560407,26.24,1,0,1,有,無,有,14500,553,,0.0,0,此為分租套房，第四層共分成3間，一間平均面積約為26.24平方公尺。每月垃圾收取費600元、水費200元皆為承租人負擔。,RPOOMLMLPHHGFBA37CC
大同區,建物,臺北市大同區重慶北路三段１２０巷１７號,0.0,住,,,1110702,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0670130,69.04,0,1,1,有,無,無,33000,478,,0.0,0,,RPSOMLMLPHHGFBA77CC
大同區,建物,臺北市大同區昌吉街６１巷３５弄９號三樓之１,0.0,商,,,1110721,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0640723,36.67,1,1,1,有,無,有,12000,327,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPRPMLMLPHHGFBA77CC
內湖區,建物,臺北市內湖區民權東路六段１２３巷３４弄１７號五樓,0.0,商,,,1110628,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0910510,149.88,4,2,2,有,有,有,46000,307,,0.0,0,,RPRNMLMLPHHGFCA67CC
中山區,建物,臺北市中山區中山北路一段１０５巷７號三樓,0.0,商,,,1110719,土地0建物0車位0,四層,4,套房(1房1廳1衛),,加強磚造,,19.42,1,0,1,有,無,有,14000,721,,0.0,0,此為分租套房，第四層共分成4間，一間平均面積約為19.42平方公尺。每月垃圾收取費600元、水費200元皆為承租人負擔。,RPQOMLMLPHHGFCA67CC
內湖區,建物,臺北市內湖區文德路２２巷２０號三樓,0.0,住,,,1110702,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680717,98.93,3,2,2,有,無,有,36500,369,,0.0,0,租金含水費。,RPTOMLMLPHHGFCA97CC
