編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPQOMLOKKHKGFDE08CC,11,34.97,共有部份,鋼筋混凝土造,102年10月23日,十五層,,
RPSNMLOKKHKGFEE28CC,14,20.82,住家用,鋼筋混凝土結構造,99年11月10日,四層,,
RPWOMLOKKHKGFDE68CC,26,34.87,住家用,鋼筋混凝土造,88年7月31日,十四層,,
RPWOMLOKKHKGFDE68CC,26,13.05,見使用執照,鋼筋混凝土造,88年7月31日,十四層,,
RPWNMLOKKHKGFEE68CC,23,79.99,住家用,見使用執照,90年9月20日,十四層,,
RPWNMLOKKHKGFEE68CC,23,57.29,見使用執照,見使用執照,90年9月20日,十四層,,
RPUOMLOKKHKGFEE58CC,4,42.03,集合住宅,鋼筋混凝土,109年9月23日,十五層,,
RPUOMLOKKHKGFEE58CC,4,25.95,本共有部分之項目有防空避難室兼停車空間、門廊、公共服務空間、門廳、樓梯間、車道、機械室、水箱等８項。,鋼筋混凝土,109年9月23日,十五層,,
RPVOMLOKKHKGFEE68CC,18,58.81,住家用,鋼筋混凝土造,96年1月12日,十五層,,
RPVOMLOKKHKGFEE68CC,18,27.59,共有部份,鋼筋混凝土造,96年1月12日,十五層,,
RPWOMLOKKHKGFEE78CC,3,43.82,集合住宅,鋼筋混凝土,111年3月24日,十五層,,
RPWOMLOKKHKGFEE78CC,3,30.59,本共有部分之項目有：防空避難室兼停車空間、車道空間、機車停車空間、公共服務空間、管委會使用空間、梯廳、走廊、樓梯間等共８項。,鋼筋混凝土,111年3月24日,十五層,,
RPRNMLOKKHKGFIE58CC,4,344.69,住宅,鋼筋混凝土,109年8月28日,四層,,
RPPNMLOKKHKGFIE38CC,1,58.61,集合住宅,鋼筋混凝土,113年3月26日,七層,,
RPPNMLOKKHKGFIE38CC,1,32.90,本共有部分之項目有停車空間、樓梯間、機電設備空間、梯廳、電梯機房、水箱等６項,鋼筋混凝土,113年3月26日,七層,,
RPPNMLQKKHKGFCE97CC,33,127.04,住家用,鋼筋混凝土造,81年6月18日,十二層,,
RPSNMLRKKHKGFAE18CC,45,91.52,,鋼筋混凝土造,69年6月26日,五層,,
RPTNMLRKKHKGFAE28CC,39,23.66,集合住宅,鋼筋混凝土造,75年2月17日,十六層,,
RPTNMLRKKHKGFAE28CC,39,7.72,電梯間、樓梯間、停車場、避難室,鋼筋混凝土造,75年2月17日,十六層,,
RPTNMLRKKHKGFAE28CC,39,2.52,通道,鋼筋混凝土造,75年2月17日,十六層,,
RPUNMLRKKHKGFAE38CC,39,25.59,集合住宅,鋼筋混凝土造,75年2月17日,十六層,,
RPVNMLRKKHKGFAE48CC,39,88.09,店舖、倉庫,鋼筋混凝土造,74年11月30日,五層,,
RPUNMLRKKHKGFAE38CC,39,8.40,電梯間、樓梯間、停車場、避難室,鋼筋混凝土造,75年2月17日,十六層,,
RPUNMLRKKHKGFAE38CC,39,2.65,通道,鋼筋混凝土造,75年2月17日,十六層,,
RPWNMLRKKHKGFAE58CC,39,30.98,集合住宅,鋼筋混凝土造,75年2月17日,十六層,,
RPWNMLRKKHKGFAE58CC,39,10.20,電梯間、樓梯間、停車場、避難室,鋼筋混凝土造,75年2月17日,十六層,,
RPWNMLRKKHKGFAE58CC,39,3.24,通道,鋼筋混凝土造,75年2月17日,十六層,,
RPPNMLRKKHKGFBE97CC,28,98.30,住家用,鋼筋混凝土造,86年4月21日,三十五層,,
RPPNMLRKKHKGFBE97CC,28,31.30,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,,
RPQNMLRKKHKGFBE08CC,31,25.76,住家用,鋼筋混凝土造,83年6月10日,十二層,,
RPQNMLRKKHKGFBE08CC,31,6.32,見使用執照,鋼筋混凝土造,83年6月10日,十二層,,
RPTNMLRKKHKGFBE38CC,34,274.37,店舖,鋼筋混凝土造,79年8月30日,十二層,,
RPTNMLRKKHKGFBE38CC,34,309.56,店舖,鋼筋混凝土造,79年8月30日,十二層,,
RPTNMLRKKHKGFBE38CC,34,181.19,,鋼筋混凝土造,79年8月30日,十二層,,
RPSOMLRKKHKGFBE38CC,53,48.62,,鋼筋混凝土造,61年1月10日,四層,,
RPSOMLRKKHKGFBE38CC,53,3.39,,鋼筋混凝土造,61年1月10日,四層,,
RPPOMLRKKHKGFBE08CC,35,266.40,辦公室,鋼筋混凝土造,79年5月9日,十二層,,
RPPOMLRKKHKGFBE08CC,35,28.83,辦公室,鋼筋混凝土造,79年5月9日,十二層,,
RPPOMLRKKHKGFBE08CC,35,94.30,,鋼筋混凝土造,79年5月9日,十二層,,
RPPNMLPKKHKGFEE08CC,,122.24,集合住宅,鋼筋混凝土,113年9月12日,十五層,,
RPUOMLRKKHKGFBE58CC,40,106.49,集合住宅,鋼筋混凝土造,74年3月5日,十二層,,
RPUOMLRKKHKGFBE58CC,40,16.93,,鋼筋混凝土造,74年3月5日,十二層,,
RPUNMLRKKHKGFCE58CC,28,89.54,住家用,鋼筋混凝土造,86年4月18日,七層,,
RPUNMLRKKHKGFCE58CC,28,41.37,共有部份,鋼筋混凝土造,86年4月18日,七層,,
RPSNMLRKKHKGFCE38CC,19,58.36,住商用,鋼筋混凝土造,94年11月18日,五層,,
RPPNMLRKKHKGFDE18CC,19,12.27,商業用,鋼筋混凝土造,95年7月26日,十層,,
RPPNMLRKKHKGFDE18CC,,9.46,防空避難室兼停車空間,鋼筋混凝土造,,十層,,
RPUNMLRKKHKGFDE68CC,15,263.81,資訊軟體業,鋼筋混凝土造,99年1月15日,四層,,
RPPPMLRKKHKGFDE38CC,35,33.05,,鋼筋混凝土造,79年4月9日,七層,,
RPRPMLRKKHKGFDE58CC,45,27.18,,鋼筋混凝土造,69年7月21日,十二層,,
RPRPMLRKKHKGFDE58CC,45,7.54,,鋼筋混凝土造,69年7月21日,十二層,,
RPSNMLRKKHKGFEE58CC,19,87.04,住家用,鋼筋混凝土造,94年11月14日,十五層,,
RPSNMLRKKHKGFEE58CC,19,57.27,電樓梯間，屋頂突出物，管理委員會，頂蓋型開放空間，避難室，停車空間,鋼筋混凝土造,94年11月14日,十五層,,
RPTNMLRKKHKGFEE68CC,16,78.21,住商用,鋼筋混凝土造,97年8月15日,五層,,
RPUNMLRKKHKGFEE78CC,23,19.59,住家用,見使用執照,90年9月7日,六層,,
RPRNMLRKKHKGFEE48CC,33,89.83,住家用,鋼筋混凝土造,81年7月3日,六層,,
RPUNMLRKKHKGFEE78CC,23,10.51,見使用執照,見使用執照,90年9月7日,六層,,
RPRNMLRKKHKGFEE48CC,33,17.49,見使用執照,鋼筋混凝土造,81年7月3日,六層,,
RPPOMLRKKHKGFEE38CC,8,52.84,集合住宅,鋼筋混凝土,105年11月15日,十五層,,
RPPOMLRKKHKGFEE38CC,8,27.13,本共有部分之項目有防空避難室兼停車空間、車道、外廊、門廳、公共服務空間、樓梯間、機械室、水箱等８項。,鋼筋混凝土,105年11月15日,十五層,,
RPTOMLRKKHKGFEE78CC,14,172.11,商業用,鋼筋混凝土造,99年12月16日,十四層,,
RPSOMLRKKHKGFEE68CC,31,78.52,住家用,鋼筋混凝土造,83年5月23日,十層,,
RPSOMLRKKHKGFEE68CC,31,30.79,見使用執照,鋼筋混凝土造,83年5月23日,十層,,
RPUOMLRKKHKGFEE88CC,17,89.42,住家用,鋼筋混凝土造,97年4月10日,十五層,,
RPUOMLRKKHKGFEE88CC,17,56.52,共有部份,鋼筋混凝土造,97年4月10日,十五層,,
RPWOMLRKKHKGFEE09CC,22,52.49,住家用,見使用執照,92年8月11日,十四層,,
RPWOMLRKKHKGFEE09CC,22,19.36,電樓梯間，車道，停車空間，門廊，避難室，屋頂突出物,鋼筋混凝土造,92年8月11日,十四層,,
RPSNMLRKKHKGFFE68CC,3,367.53,住家用,鋼筋混凝土造,110年12月16日,五層,,
RPUNMLRKKHKGFFE88CC,52,17.30,住家用,加強磚造,62年2月17日,三層,,
RPQNMLRKKHKGFFE48CC,37,28.00,住商用,鋼筋混凝土造,77年1月15日,四層,,
RPPNMLRKKHKGFFE38CC,19,108.87,住家用,鋼筋混凝土造,95年5月12日,十三層,,
RPPNMLRKKHKGFFE38CC,19,64.86,社區活動中心、梯廳、公用開放空間、樓梯間、機械間、水箱、管理員室、門廊、垃圾收集場、托兒所、防空避難室兼停車空間,鋼筋混凝土造,95年5月12日,十三層,,
RPPNMLNKKHKGFFE97CC,28,23.09,住家用,鋼筋混凝土造,86年1月15日,十三層,,
RPPNMLNKKHKGFFE97CC,28,13.50,共有部份,鋼筋混凝土造,86年1月15日,十三層,,
RPOOMLNKKHKGFFE97CC,2,84.48,集合住宅,鋼筋混凝土造,112年4月18日,十五層,,
RPOOMLNKKHKGFFE97CC,2,71.62,本共有部分之項目有停車空間、門廳兼梯廳、管委會使用空間、門廊、中央監控室、樓梯間、車道、管道間、機械室、水箱等共１０項。,鋼筋混凝土造,112年4月18日,十五層,,
RPVNMLRKKHKGFFE98CC,37,23.14,住家用,鋼筋混凝土造,77年6月9日,三層,,
RPSNMLRKKHKGFJE09CC,5,29.75,住家用,鋼筋混凝土造,108年9月25日,三層,,
RPVNMLRKKHKGFJE76CC,12,43.55,辦公室,鋼筋混凝土造,102年1月5日,六層,,
RPWNMLRKKHKGFJE86CC,12,38.30,辦公室,鋼筋混凝土造,102年1月5日,六層,,
RPXNMLRKKHKGFJE96CC,12,43.55,辦公室,鋼筋混凝土造,102年1月5日,六層,,
RPPNMLRKKHKGFLE98CC,41,71.72,住家用,鋼筋混凝土造,73年3月9日,四層,,
RPPNMLSKKHKGFAE97CC,43,72.90,,鋼筋混凝土造,71年5月31日,十層,,
RPSNMLSKKHKGFAE28CC,19,201.47,商業用,鋼筋混凝土造,94年10月6日,十五層,,
RPSNMLSKKHKGFAE28CC,19,78.69,共用部份,鋼筋混凝土造,94年10月6日,十五層,,
RPQNMLSKKHKGFAE08CC,21,59.48,住家用,鋼筋混凝土造,92年9月4日,十四層,,
RPQNMLSKKHKGFAE08CC,21,24.56,共有部份,鋼筋混凝土造,92年9月4日,十四層,,
RPTNMLSKKHKGFAE38CC,16,43.11,商業用,鋼筋混凝土造,98年3月25日,十五層,,
RPTNMLSKKHKGFAE38CC,16,19.90,共有部分,鋼筋混凝土造,98年3月25日,十五層,,
RPVNMLSKKHKGFAE58CC,44,27.13,集合住宅,鋼筋混凝土造,70年6月2日,十二層,,
RPVNMLSKKHKGFAE58CC,44,3.39,電樓梯間,鋼筋混凝土造,70年6月2日,十二層,,
RPUNMLSKKHKGFAE48CC,21,87.72,住家用,鋼筋混凝土造,92年10月22日,十四層,,
RPUNMLSKKHKGFAE48CC,21,55.65,共有部分,鋼筋混凝土造,92年10月22日,十四層,,
RPWNMLSKKHKGFAE68CC,20,56.13,住家用,鋼筋混凝土造,94年6月2日,十五層,,
RPWNMLSKKHKGFAE68CC,20,25.80,共有部分,鋼筋混凝土造,94年6月2日,十五層,,
RPXNMLSKKHKGFAE78CC,44,27.13,集合住宅,鋼筋混凝土造,70年6月2日,十二層,,
RPXNMLSKKHKGFAE78CC,44,3.39,電樓梯間,鋼筋混凝土造,70年6月2日,十二層,,
RPOOMLSKKHKGFAE97CC,42,29.63,集合住宅,鋼筋混凝土造,72年2月23日,十二層,,
RPOOMLSKKHKGFAE97CC,42,7.13,電梯、樓梯、走道、機械房、受電室,鋼筋混凝土造,72年2月23日,十二層,,
RPPOMLSKKHKGFAE08CC,34,33.20,住家用,鋼筋混凝土造,80年8月10日,十六層,,
RPPOMLSKKHKGFAE08CC,34,14.10,,鋼筋混凝土造,80年8月10日,十六層,,
RPQOMLSKKHKGFAE18CC,18,52.58,住家用,鋼筋混凝土造,95年8月25日,十五層,,
RPQOMLSKKHKGFAE18CC,18,22.74,共有部份,鋼筋混凝土造,95年8月25日,十五層,,
RPRNMLSKKHKGFBE28CC,1,47.99,集合住宅,鋼骨鋼筋混凝土構造、鋼筋混凝土造、鋼骨構造,113年5月1日,三十三層,,
RPRNMLSKKHKGFBE28CC,1,25.72,共有部份,鋼骨鋼筋混凝土構造、鋼筋混凝土造、鋼骨構造,113年5月1日,三十三層,,
RPSNMLSKKHKGFBE38CC,43,58.33,,鋼筋混凝土造,70年11月19日,五層,,
RPSNMLSKKHKGFBE38CC,43,16.09,,鋼筋混凝土造,70年11月19日,五層,,
RPTNMLSKKHKGFBE48CC,28,14.65,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,,
RPVNMLSKKHKGFBE68CC,56,16.52,店舖及住宅,加強磚造,57年12月5日,三層,,
RPWNMLSKKHKGFBE78CC,5,72.08,集合住宅,鋼筋混凝土,108年10月14日,十五層,,
RPWNMLSKKHKGFBE78CC,5,36.45,共有部份,鋼筋混凝土,108年10月14日,十五層,,
RPPOMLSKKHKGFBE18CC,49,116.16,,鋼筋混凝土造,64年9月30日,四層,,
RPXNMLSKKHKGFBE88CC,1,50.41,集合住宅,鋼骨鋼筋混凝土構造、鋼筋混凝土造、鋼骨構造,113年5月1日,三十三層,,
RPXNMLSKKHKGFBE88CC,1,26.94,共有部份,鋼骨鋼筋混凝土構造、鋼筋混凝土造、鋼骨構造,113年5月1日,三十三層,,
RPQOMLSKKHKGFBE28CC,1,78.57,集合住宅,鋼筋混凝土,112年11月9日,十五層,,
RPQOMLSKKHKGFBE28CC,1,58.53,共有部份,鋼筋混凝土,112年11月9日,十五層,,
RPTNMLSKKHKGFCE58CC,12,19.83,住家用,鋼筋混凝土造,102年8月8日,五層,,
RPTNMLSKKHKGFCE58CC,12,6.70,本共有部分之項目有門廊、騎樓、車道及樓梯間等４項。,鋼筋混凝土造,102年8月8日,五層,,
RPSNMLSKKHKGFCE48CC,2,63.11,集合住宅,鋼筋混凝土,111年12月26日,二十七層,,
RPSNMLSKKHKGFCE48CC,2,34.34,本共有部分之項目有：防空避難室兼停車空間、門廳兼梯廳、梯間、防災中心、垃圾處理存放空間（集合住宅）、管理委員會使用空間、中繼室、水箱、機械室、陽台等１０項。,鋼筋混凝土,111年12月26日,二十七層,,
RPUNMLSKKHKGFCE68CC,12,19.83,住家用,鋼筋混凝土造,102年8月8日,五層,,
RPUNMLSKKHKGFCE68CC,12,6.70,本共有部分之項目有門廊、騎樓、車道及樓梯間等４項。,鋼筋混凝土造,102年8月8日,五層,,
RPWNMLSKKHKGFCE88CC,1,31.45,集合住宅,鋼筋混凝土,112年10月26日,十五層,,
RPWNMLSKKHKGFCE88CC,1,20.42,本共有部分之項目有防空避難室、機械停車位機坑、管理委員會使用空間、停車空間、坡道、梯廳、梯間、機電設備空間、水箱、陽台等１０項。,鋼筋混凝土,112年10月26日,十五層,,
RPVNMLSKKHKGFCE78CC,1,21.92,集合住宅,鋼筋混凝土,113年3月11日,十三層,,
RPVNMLSKKHKGFCE78CC,1,14.87,本共有部分之項目有：停車空間等１項。,鋼筋混凝土,113年3月11日,十三層,,
RPOOMLSKKHKGFCE18CC,8,24.67,集合住宅,鋼筋混凝土造,105年10月21日,九層,,
RPOOMLSKKHKGFCE18CC,8,19.47,本共有部分之項目有防空避難室、台電配電室、消防幫浦室、發電機室、樓梯、機械室、電梯、梯廳、自來水箱、昇降機、水箱、門廊、管委會使用空間、電信室等１４項。,鋼筋混凝土造,105年10月21日,九層,,
RPPOMLSKKHKGFCE28CC,2,25.30,集合住宅,鋼筋混凝土,111年10月27日,八層,,
RPPOMLSKKHKGFCE28CC,2,17.12,共有部分之項目有：停車空間兼防空避難室、騎樓、大廳、車道、管委會使用空間(管委使用空間)、一般昇降機道、走廊、梯廳、安全梯、管道間、陽台、樓梯間、電梯機械室、門廊等１４項。,鋼筋混凝土,111年10月27日,八層,,
RPXNMLSKKHKGFCE98CC,2,25.30,集合住宅,鋼筋混凝土,111年10月27日,八層,,
RPXNMLSKKHKGFCE98CC,2,17.12,共有部分之項目有：停車空間兼防空避難室、騎樓、大廳、車道、管委會使用空間(管委使用空間)、一般昇降機道、走廊、梯廳、安全梯、管道間、陽台、樓梯間、電梯機械室、門廊等１４項。,鋼筋混凝土,111年10月27日,八層,,
RPPNMLPKKHKGFGE28CC,20,176.08,集合住宅、停車空間、樓梯間,鋼筋混凝土,94年5月4日,四層,,
RPSNMLRKKHKGFGE78CC,44,39.11,住家用,鋼筋混凝土造,69年9月9日,五層,,
RPQNMLNKKHKGFGE18CC,10,144.76,集合住宅、店舖,鋼筋混凝土,104年1月3日,十五層,,
RPWNMLOKKHKGFGE88CC,30,100.73,住家用,鋼筋混凝土造,83年10月26日,十九層,,
RPWNMLOKKHKGFGE88CC,30,19.51,共有部份,鋼筋混凝土造,83年10月26日,十九層,,
RPRNMLRKKHKGFGE68CC,35,84.50,住家用,鋼筋混凝土造,79年5月10日,五層,,
RPRNMLRKKHKGFGE68CC,35,13.55,共有部份,見使用執照,79年5月10日,五層,,
RPSNMLOKKHKGFGE48CC,39,91.90,住家用,鋼筋混凝土造,74年8月16日,五層,,
RPSNMLOKKHKGFGE48CC,39,9.88,共有部份,鋼筋混凝土造,74年8月16日,五層,,
RPTNMLRKKHKGFGE88CC,3,60.12,店舖,鋼筋混凝土,111年1月18日,十四層,,
RPTNMLRKKHKGFGE88CC,3,53.50,本共有部分之項目有防空避難室兼停車空間、公共服務空間、車道、管委會使用空間、樓梯間、梯廳等項。,鋼筋混凝土,111年1月18日,十四層,,
RPQNMLSKKHKGFDE38CC,39,39.67,,鋼筋混凝土造,74年12月6日,五層,,
RPSNMLSKKHKGFDE58CC,41,93.49,,鋼筋混凝土造,72年8月16日,五層,,
RPRNMLSKKHKGFDE48CC,29,32.50,住家用,鋼筋混凝土造,85年3月25日,十八層,,
RPRNMLSKKHKGFDE48CC,29,6.57,見使用執照,鋼筋混凝土造,85年3月25日,十八層,,
RPUNMLSKKHKGFDE78CC,17,10.85,商業用,鋼筋混凝土造,97年5月14日,十三層,,
RPUNMLSKKHKGFDE78CC,17,5.61,緊急發電機室、受電室、水箱、樓梯間、走道、梯廳、機械室、電信室,鋼筋混凝土造,97年5月14日,十三層,,
RPTNMLSKKHKGFDE68CC,5,48.19,集合住宅,鋼筋混凝土造,108年11月6日,十五層,,
